Country,Period,Gender,Happiness_Rank,Happiness_Score,Economy_GDP_per_Capita,Family,Healthy_Life_Expectancy,Trust_Government_Corruption,Generosity,Region,adolBirthRate,alcoholPerCapita,popUsingSanitationPct,suicidePer100K,lifeExpectancy,infantMortalityPer1000,lifeExpectancyAtBirth,medicalDoctorsPer10000,tobaccoSmokingAbove15,iso_code,year,coal_prod_per_capita,energy_per_capita,fossil_energy_per_capita,gas_energy_per_capita,hydro_energy_per_capita,low_carbon_energy_per_capita,nuclear_energy_per_capita,oil_energy_per_capita,renewables_energy_per_capita,solar_energy_per_capita
Japan,2015,Total,46,5.987,1.27074,1.25712,0.99111,0.1806,0.10705,Eastern Asia,4.1,7.87,99.91,19.4,73.62,2.01,83.62,,23.4,JPN,2015,58.622,41168.225,37998.298,9275.911,1695.242,3133.671,89.43,17802.756,3044.241,682.724
Japan,2016,Total,53,5.921,1.38007,1.06054,0.91491,0.18985,0.10224,Eastern Asia,3.7,,99.9,0,,1.95,,24.12,22.8,JPN,2016,67.231,40543.449,37356.97,9111.992,1458.039,3145.555,347.961,17327.178,2797.594,852.792
Japan,2017,Total,51,5.920000076,1.416915178,1.436337829,0.913475871,0.163760737,0.120572768,,3.4,,99.89,,,1.9,,,22.4,JPN,2017,69.785,41155.311,37382.176,9175.202,1553.769,3728.742,570.065,17105.658,3158.677,1063.538
Japan,2018,Total,54,5.915,1.294,,0.988,0.15,0.079,,,7.96,,,,1.85,,,21.9,JPN,2018,52.428,41142.951,36666.252,9096.417,1582.589,4432.912,959.475,16669.437,3473.436,1290.65
Japan,2019,Total,58,5.886,1.327,,1.088,0.14,0.069,,,,,,74.09,1.8,84.26,,,JPN,2019,38.307,40888.804,35756.976,8522.88,1443.003,5089.163,1281.169,16493.426,3807.995,1469.305
Japan,2020,Total,62,5.870800018,10.57968903,,75.00096893,0.654558063,-0.246910349,,,,,,,,,,,JPN,2020,,,,,,,,,,
Japan,2021,Total,56,5.94,10.611,,75.1,0.638,-0.258,,,,,,,,,,,,,,,,,,,,,,
Jordan,2015,Total,82,5.192,0.90198,1.05392,0.69639,0.14293,0.11053,Middle East and Northern Africa,,0.69,97.53,2.9,67.59,15.12,77.82,28.08,,JOR,2015,,11680.152,,,,,,,,
Jordan,2016,Total,80,5.303,0.99673,0.86216,0.60712,0.13297,0.14262,Middle East and Northern Africa,27,,97.43,0,,14.69,,13.95,,JOR,2016,,13768.738,,,,,,,,
Jordan,2017,Total,74,5.335999966,0.991012394,1.239088893,0.604590058,0.119803272,0.17217046,,,,97.34,,,14.25,,23.24,,JOR,2017,,,,,,,,,,
Jordan,2018,Total,90,5.161,0.822,,0.645,0.134,0.13,,,0.69,,,,13.82,,,,JOR,2018,,,,,,,,,,
Jordan,2019,Total,101,4.906,0.837,,0.815,0.13,0.11,,,,,,67.6,13.41,77.87,,,JOR,2019,,,,,,,,,,
Jordan,2020,Total,119,4.633399963,9.025999069,,66.79975128,0.700344324,-0.162565202,,,,,,,,,,,,,,,,,,,,,,
Jordan,2021,Total,127,4.395,9.182,,67,0.705,-0.167,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,2015,Total,54,5.855,1.12254,1.12241,0.64368,0.08454,0.11827,Central and Eastern Europe,31,4.66,97.74,24.9,63.35,10.54,71.91,,,KAZ,2015,30566.574,42075.914,40714.035,8726.745,1334.445,1360.124,0,9326.245,1360.124,6.647
Kazakhstan,2016,Total,54,5.919,1.22943,0.95544,0.57386,0.11132,0.15011,Central and Eastern Europe,28.1,,97.81,0,,9.77,,,,KAZ,2016,28887.19,42123.318,40430.566,8864.382,1638.934,1690.447,0,9460.076,1690.447,12.468
Kazakhstan,2017,Total,60,5.818999767,1.28455627,1.384369016,0.606041551,0.119282886,0.201964423,,24.9,,97.87,,,9.33,,,,KAZ,2017,31054.334,43896.358,42283.346,9266.008,1550.082,1610.17,0,9625.971,1610.17,12.811
Kazakhstan,2018,Total,60,5.79,1.143,,0.631,0.121,0.148,,25.6,4.76,,,,9.2,,,,KAZ,2018,32324.191,47798.825,46316.608,10368.691,1407.705,1479.473,0,10099.031,1479.473,19.165
Kazakhstan,2019,Total,60,5.809,1.173,,0.729,0.096,0.146,,,,,,64.99,9.3,73.95,,,KAZ,2019,31160.51,46415.639,44974.219,9650.629,1333.049,1438.711,0,10288.712,1438.711,38.8
Kazakhstan,2020,Total,50,6.057899952,10.11465836,,64.60996246,0.764490843,-0.068488635,,,,,,,,,,,KAZ,2020,,,,,,,,,,
Kazakhstan,2021,Total,45,6.152,10.155,,65.2,0.733,-0.069,,,,,,,,,,,,,,,,,,,,,,
Kenya,2015,Total,125,4.419,0.36471,0.99876,0.41435,0.05839,0.37542,Sub-Saharan Africa,,2.77,29.55,3.1,56.08,35.32,64.17,,12.7,KEN,2015,,1877.383,,,,,,,,
Kenya,2016,Total,122,4.356,0.52267,0.7624,0.30147,0.06686,0.41328,Sub-Saharan Africa,,,29.3,0,,34.45,,,12.4,KEN,2016,,1906.408,,,,,,,,
Kenya,2017,Total,112,4.552999973,0.560479462,1.067950726,0.30998835,0.064641319,0.444860309,,,,29.05,,,33.9,,,12.1,KEN,2017,,,,,,,,,,
Kenya,2018,Total,124,4.41,0.493,,0.454,0.055,0.352,,,2.78,,,,32.82,,1.57,11.8,KEN,2018,,,,,,,,,,
Kenya,2019,Total,121,4.509,0.512,,0.581,0.053,0.372,,,,,,57.68,31.87,66.09,,,KEN,2019,,,,,,,,,,
Kenya,2020,Total,121,4.583000183,8.02977562,,60.09693146,0.831499159,0.294681519,,,,,,,,,,,,,,,,,,,,,,
Kenya,2021,Total,121,4.607,8.361,,60.704,0.825,0.287,,,,,,,,,,,,,,,,,,,,,,
Kosovo,2015,Total,69,5.589,0.80148,0.81198,0.63132,0.04741,0.2831,Central and Eastern Europe,,,,,,,,,,OWI,2015,,,,,,,,,,
Kosovo,2016,Total,77,5.401,0.90145,0.66062,0.54,0.06547,0.27992,Central and Eastern Europe,,,,,,,,,,OWI,2016,,,,,,,,,,
Kosovo,2017,Total,78,5.278999805,0.951484382,1.137853503,0.54145205,0.057471618,0.319931448,,,,,,,,,,,OWI,2017,,,,,,,,,,
Kosovo,2018,Total,66,5.662,0.855,,0.578,0.023,0.274,,,,,,,,,,,OWI,2018,,,,,,,,,,
Kosovo,2019,Total,46,6.1,0.882,,0.758,0.006,0.262,,,,,,,,,,,OWI,2019,,,,,,,,,,
Kosovo,2020,Total,35,6.325200081,9.204429626,,63.88555527,0.922328293,0.190933764,,,,,,,,,,,,,,,,,,,,,,
Kosovo,2021,Total,33,6.372,9.318,,63.813,0.917,0.257,,,,,,,,,,,,,,,,,,,,,,
Kuwait,2015,Total,39,6.295,1.55422,1.16594,0.72492,0.25609,0.16228,Middle East and Northern Africa,6.1,0.003,100,2.3,70.23,7.46,81.13,26.46,22.6,KWT,2015,,117465.523,117462.166,52978.945,0,3.357,0,63935.859,3.357,3.357
Kuwait,2016,Total,41,6.239,1.61714,0.87758,0.63569,0.23669,0.15965,Middle East and Northern Africa,6.6,,100,0,,7.27,,,22.4,KWT,2016,,118318.232,118287.209,53449.407,0,31.023,0,64183.581,31.023,31.023
Kuwait,2017,Total,39,6.105000019,1.632952452,1.259698749,0.632105708,0.21515955,0.228289798,,6.3,,100,,,7.1,,,22.4,KWT,2017,,108035.935,107995.049,51843.03,0,40.886,0,55664.353,40.886,30.088
Kuwait,2018,Total,45,6.083,1.474,,0.675,0.106,0.167,,,0.003,,,,6.94,,,22.1,KWT,2018,,105546.439,105496.454,51129.45,0,49.984,0,53828.594,49.984,39.459
Kuwait,2019,Total,51,6.021,1.5,,0.808,0.097,0.142,,,,,,70.09,6.77,80.97,,,KWT,2019,,108127.063,108032.964,55897.845,0,94.099,0,51633.64,94.099,83.787
Kuwait,2020,Total,48,6.102099895,11.08982468,,66.76764679,0.760849059,-0.100184701,,,,,,,,,,,,,,,,,,,,,,
Kuwait,2021,Total,47,6.106,10.817,,66.9,0.736,-0.104,,,,,,,,,,,,,,,,,,,,,,
Kyrgyzstan,2015,Total,77,5.286,0.47428,1.15115,0.65088,0.04232,0.3003,Central and Eastern Europe,39.7,7.59,96.54,8.1,63.74,19.89,71.59,,,KGZ,2015,1404.235,11384.759,,,,,,,,
Kyrgyzstan,2016,Total,85,5.185,0.56044,0.95434,0.55449,0.04762,0.38432,Central and Eastern Europe,38.1,,96.52,0.2,,18.92,,,,KGZ,2016,1380.053,11239.676,,,,,,,,
Kyrgyzstan,2017,Total,98,5.004000187,0.596220076,1.394238591,0.553457797,0.039439179,0.428580374,,33.9,,96.51,,,17.98,,,,KGZ,2017,,,,,,,,,,
Kyrgyzstan,2018,Total,92,5.131,0.53,,0.594,0.035,0.281,,,6.26,,,,17.12,,,,KGZ,2018,,,,,,,,,,
Kyrgyzstan,2019,Total,86,5.261,0.551,,0.723,0.023,0.3,,,,,,65.78,16.36,74.18,,,KGZ,2019,,,,,,,,,,
Kyrgyzstan,2020,Total,74,5.541500092,8.148405075,,64.10601044,0.888396084,0.154772058,,,,,,,,,,,,,,,,,,,,,,
Kyrgyzstan,2021,Total,67,5.744,8.538,,64.401,0.908,0.119,,,,,,,,,,,,,,,,,,,,,,
Laos,2015,Total,99,4.876,0.59066,0.73803,0.54909,0.24249,0.42192,Southeastern Asia,,,,,,,,,,LAO,2015,3004.395,10811.478,,,,,,,,
Laos,2016,Total,102,4.876,0.68042,0.5497,0.38291,0.22423,0.43079,Southeastern Asia,,,,,,,,,,LAO,2016,2937.052,12008.863,,,,,,,,
Laos,2018,Total,110,4.623,0.72,,0.441,0.174,0.23,,,,,,,,,,,LAO,2018,,,,,,,,,,
Laos,2019,Total,105,4.796,0.764,,0.551,0.164,0.266,,,,,,,,,,,LAO,2019,,,,,,,,,,
Laos,2020,Total,104,4.888599873,8.79858017,,58.70992279,0.634679317,0.11137148,,,,,,,,,,,,,,,,,,,,,,
Laos,2021,Total,100,5.03,8.947,,58.968,0.658,0.123,,,,,,,,,,,,,,,,,,,,,,
Latvia,2015,Total,89,5.098,1.11312,1.09562,0.72437,0.06332,0.18226,Central and Eastern Europe,18.1,12.64,91.42,21.6,65.76,4.22,74.8,31.66,37.3,LVA,2015,,20468.211,16798.05,6378.133,2365.165,3525.21,0,10150.762,3525.21,0.253
Latvia,2016,Total,68,5.56,1.21788,0.95025,0.63952,0.0889,0.17445,Central and Eastern Europe,15.4,,91.78,0,,3.86,,31.89,37.1,LVA,2016,,22037.449,17523.234,6684.846,3221.842,4436.411,0,10596.833,4436.411,0.487
Latvia,2017,Total,54,5.849999905,1.260748625,1.404714942,0.638566971,0.073842727,0.153074786,,16.1,,92.15,,,3.55,,31.91,36.9,LVA,2017,,24388.016,17322.357,6132.181,5613.305,6998.596,0,10951.734,6998.596,0.564
Latvia,2018,Total,53,5.933,1.148,,0.671,0.066,0.092,,,12.77,,,,3.3,,,36.7,LVA,2018,,22427.3,17685.728,7113.919,3134.532,4510.034,0,10282.265,4510.034,1.641
Latvia,2019,Total,53,5.94,1.187,,0.812,0.064,0.075,,,,,,66.25,3.09,75.38,,,LVA,2019,,23136.925,18708.699,6879.332,2736.906,4206.245,0,11384.17,4206.245,0
Latvia,2020,Total,57,5.949999809,10.17531967,,66.8074646,0.795580089,-0.186888844,,,,,,,,,,,LVA,2020,,,,,,,,,,
Latvia,2021,Total,51,6.032,10.315,,67.1,0.8,-0.162,,,,,,,,,,,,,,,,,,,,,,
Lebanon,2015,Total,103,4.839,1.02564,0.80001,0.83947,0.04582,0.21854,Middle East and Northern Africa,,1.65,95.36,3.3,65.67,7.08,75.98,21.03,42.6,LBN,2015,0,14396.71,,,,,,,,
Lebanon,2016,Total,93,5.129,1.12268,0.64184,0.76171,0.03061,0.23693,Middle East and Northern Africa,,,96.92,0,,6.82,,20.12,42.6,LBN,2016,0,14187.92,,,,,,,,
Lebanon,2017,Total,88,5.224999905,1.074987531,1.129624248,0.735081077,0.03751383,0.264450759,,,,98.48,,,6.58,,20.26,42.6,LBN,2017,,,,,,,,,,
Lebanon,2018,Total,80,5.358,0.965,,0.785,0.136,0.214,,13.3,1.71,,,,6.37,,21.04,42.6,LBN,2018,,,,,,,,,,
Lebanon,2019,Total,91,5.197,0.987,,0.815,0.027,0.166,,,,,,65.96,6.16,76.44,,,LBN,2019,,,,,,,,,,
Lebanon,2020,Total,111,4.771500111,9.3617239,,67.10658264,0.90225625,-0.06121527,,,,,,,,,,,,,,,,,,,,,,
Lebanon,2021,Total,123,4.584,9.626,,67.355,0.898,-0.073,,,,,,,,,,,,,,,,,,,,,,
Lesotho,2015,Total,97,4.898,0.37545,1.04103,0.07612,0.12504,0.16388,Sub-Saharan Africa,,4.8,39.06,21,41.64,71.88,47.67,,28,LSO,2015,0,2184.482,,,,,,,,
Lesotho,2017,Total,139,3.808000088,0.521021247,1.190095186,0,0.11909464,0.157497272,,,,42.75,,,71.67,,,29.2,LSO,2017,,,,,,,,,,
Lesotho,2018,Total,141,3.808,0.472,,0.079,0.112,0.116,,,4.59,,,,69.09,,,29.7,LSO,2018,,,,,,,,,,
Lesotho,2019,Total,144,3.802,0.489,,0.168,0.093,0.107,,,,,,44.24,68.08,50.75,,,LSO,2019,,,,,,,,,,
Lesotho,2020,Total,143,3.652800083,7.960488319,,48.00362396,0.857392073,-0.145732045,,,,,,,,,,,,,,,,,,,,,,
Lesotho,2021,Total,145,3.512,7.926,,48.7,0.915,-0.131,,,,,,,,,,,,,,,,,,,,,,
Liberia,2015,Total,116,4.571,0.0712,0.78968,0.34201,0.06232,0.24362,Sub-Saharan Africa,150.3,5.7,16.69,6.5,52.47,66.12,61.17,0.38,9.1,LBR,2015,0,1088.365,,,,,,,,
Liberia,2016,Total,150,3.622,0.10706,0.50353,0.23165,0.04852,0.24063,Sub-Saharan Africa,,,16.83,0,,65.16,,,8.8,LBR,2016,0,1038.037,,,,,,,,
Liberia,2017,Total,148,3.532999992,0.119041793,0.872117937,0.229918197,0.038948249,0.266549885,,,,16.97,,,64.29,,,8.6,LBR,2017,,,,,,,,,,
Liberia,2018,Total,149,3.495,0.076,,0.267,0.03,0.206,,,6.12,,,,63.31,,,8.4,LBR,2018,,,,,,,,,,
Liberia,2019,Total,141,3.975,0.073,,0.443,0.033,0.233,,,,,,54.91,62.18,64.08,,,LBR,2019,,,,,,,,,,
Liberia,2020,Total,124,4.557899952,7.054380417,,56.09631348,0.856375933,0.04227322,,,,,,,,,,,,,,,,,,,,,,
Liberia,2021,Total,120,4.625,7.288,,56.498,0.85,0.05,,,,,,,,,,,,,,,,,,,,,,
Libya,2015,Total,63,5.754,1.13145,1.11862,0.7038,0.11023,0.18295,Middle East and Northern Africa,,0.029,99.86,4.2,64.35,11.41,74.6,18.94,,LBY,2015,,30933.974,,,,,,,,
Libya,2016,Total,67,5.615,1.06688,0.95076,0.52304,0.10339,0.17087,Middle East and Northern Africa,,,100,0,,10.98,,,,LBY,2016,,32575.981,,,,,,,,
Libya,2017,Total,68,5.525000095,1.101803064,1.35756433,0.52016902,0.09261021,0.152073666,,,,100,,,10.6,,20.91,,LBY,2017,,,,,,,,,,
Libya,2018,Total,70,5.566,0.985,,0.553,0.148,0.116,,,0.019,,,,10.23,,,,LBY,2018,,,,,,,,,,
Libya,2019,Total,72,5.525,1.044,,0.673,0.152,0.133,,,,,,65.22,9.88,75.78,,,LBY,2019,,,,,,,,,,
Libya,2020,Total,80,5.488800049,9.789815903,,62.29999924,0.668779135,-0.085054487,,,,,,,,,,,,,,,,,,,,,,
Libya,2021,Total,80,5.41,9.622,,62.3,0.667,-0.087,,,,,,,,,,,,,,,,,,,,,,
Lithuania,2015,Total,56,5.833,1.14723,1.25745,0.73128,0.01031,0.02641,Central and Eastern Europe,14.1,15.38,92.27,34.9,65.28,4.02,74.38,42.99,,LTU,2015,,21618.312,19899.227,8198.387,301.639,1449.265,0,10977.337,1449.265,63.244
Lithuania,2016,Total,60,5.813,1.2692,1.06411,0.64674,0.0182,0.02025,Central and Eastern Europe,13.3,,92.81,0,,3.86,,47.35,,LTU,2016,,22310.548,20264.535,7411.304,394.971,1817.44,0,12109.555,1817.44,57.866
Lithuania,2017,Total,52,5.90199995,1.314582348,1.473516107,0.62894994,0.011865643,0.010164657,,12.6,,93.35,,,3.59,,48.26,,LTU,2017,,23917.938,21438.418,7834.403,529.35,2228.736,0,12794.207,2228.736,58.436
Lithuania,2018,Total,50,5.952,1.197,,0.716,0.006,0.026,,,13.22,,,,3.28,,63.53,,LTU,2018,,24403.55,22579.247,7992.463,399.294,1903.3,0,13709.032,1903.3,70.986
Lithuania,2019,Total,42,6.149,1.238,,0.818,0.042,0.043,,,,,,66.69,2.99,75.99,,,LTU,2019,,24641.049,22567.531,7815.789,310.424,2188.223,0,13893.002,2188.223,80.746
Lithuania,2020,Total,41,6.215499878,10.34362602,,67.29407501,0.809583843,-0.219725296,,,,,,,,,,,LTU,2020,,,,,,,,,,
Lithuania,2021,Total,38,6.255,10.499,,67.906,0.826,-0.203,,,,,,,,,,,,,,,,,,,,,,
Luxembourg,2015,Total,17,6.946,1.56391,1.21963,0.91894,0.37798,0.28034,Western Europe,5.6,13.18,97.61,14.7,71.53,2.37,82.31,29.22,,LUX,2015,,75678.345,72087.008,15772.039,442.833,1922.022,0,55307.117,1922.022,462.768
Luxembourg,2016,Total,20,6.871,1.69752,1.03999,0.84542,0.35329,0.27571,Western Europe,4.7,,97.61,0,,2.35,,29.05,,LUX,2016,,73131.15,69388.837,14243.566,501.269,1985.789,0,54093.066,1985.789,435.585
Luxembourg,2017,Total,18,6.862999916,1.741943598,1.457583666,0.845089495,0.318834424,0.283180982,,4,,97.6,,,2.33,,30.09,,LUX,2017,,74567.402,69860.468,13616.807,361.694,2535.116,0,55353.121,2535.116,458.037
Luxembourg,2018,Total,17,6.91,1.576,,0.896,0.321,0.196,,,12.94,,,,2.29,,,,LUX,2018,,76501.105,71373.485,13163.31,381.77,2816.547,0,57398.943,2816.547,492.653
Luxembourg,2019,Total,14,7.09,1.609,,1.012,0.316,0.194,,,,,,71.55,2.25,82.41,,,LUX,2019,,76658.118,71243.909,12913.781,426.631,3113.266,0,57275.362,3113.266,484.429
Luxembourg,2020,Total,10,7.237500191,11.45068073,,72.59999847,0.367084295,-0.004620588,,,,,,,,,,,LUX,2020,,,,,,,,,,
Luxembourg,2021,Total,8,7.324,11.647,,72.6,0.386,-0.034,,,,,,,,,,,,,,,,,,,,,,
Macedonia,2015,Total,93,5.007,0.91851,1.00232,0.73545,0.05327,0.22359,Central and Eastern Europe,,,,,,,,,,,,,,,,,,,,,
Macedonia,2016,Total,95,5.121,1.0193,0.78236,0.64738,0.07047,0.23507,Central and Eastern Europe,,,,,,,,,,,,,,,,,,,,,
Macedonia,2017,Total,92,5.175000191,1.064577937,1.207893014,0.644948184,0.060277794,0.253760964,,,,,,,,,,,,,,,,,,,,,,
Macedonia,2018,Total,89,5.185,0.959,,0.691,0.052,0.173,,,,,,,,,,,,,,,,,,,,,,
Macedonia,2020,Total,90,5.159800053,9.510591507,,67.50442505,0.897490501,-0.019877451,,,,,,,,,,,,,,,,,,,,,,
Madagascar,2015,Total,147,3.681,0.20824,0.66801,0.46721,0.08124,0.21333,Sub-Saharan Africa,,1.88,9.74,4,56.3,40.66,64.19,,,MDG,2015,,684.998,,,,,,,,
Madagascar,2016,Total,148,3.695,0.27954,0.46115,0.37109,0.07506,0.2204,Sub-Saharan Africa,,,10.12,0,,39.57,,,,MDG,2016,,693.316,,,,,,,,
Madagascar,2017,Total,144,3.644000053,0.305808693,0.913020372,0.375223309,0.067231975,0.20873253,,,,10.51,,,38.51,,,,MDG,2017,,,,,,,,,,
Madagascar,2018,Total,143,3.774,0.262,,0.402,0.049,0.155,,,1.97,,,,37.46,,,,MDG,2018,,,,,,,,,,
Madagascar,2019,Total,143,3.933,0.274,,0.555,0.041,0.169,,,,,,57.31,36.47,65.35,,,MDG,2019,,,,,,,,,,
Madagascar,2020,Total,137,4.165599823,7.281685829,,59.10542679,0.817485631,-0.011823639,,,,,,,,,,,,,,,,,,,,,,
Madagascar,2021,Total,135,4.208,7.396,,59.305,0.803,-0.005,,,,,,,,,,,,,,,,,,,,,,
Malawi,2015,Total,131,4.292,0.01604,0.41134,0.22562,0.06977,0.33128,Sub-Saharan Africa,137.6,3.62,25.58,3.6,54.89,37.31,63.04,,14.3,MWI,2015,25.774,399.461,,,,,,,,
Malawi,2016,Total,132,4.156,0.08709,0.147,0.29364,0.07564,0.30968,Sub-Saharan Africa,,,25.9,0,,35.28,,0.17,13.8,MWI,2016,18.282,474.767,,,,,,,,
Malawi,2017,Total,136,3.970000029,0.233442038,0.512568831,0.315089583,0.072711654,0.28717047,,,,26.23,,,33.51,,,13.3,MWI,2017,,,,,,,,,,
Malawi,2018,Total,147,3.587,0.186,,0.306,0.08,0.21,,,3.63,,,,32.07,,0.36,12.8,MWI,2018,,,,,,,,,,
Malawi,2019,Total,150,3.41,0.191,,0.495,0.089,0.218,,,,,,57.06,30.91,65.62,,,MWI,2019,,,,,,,,,,
Malawi,2020,Total,145,3.538000107,7.062226295,,57.59288788,0.731700778,0.021433279,,,,,,,,,,,,,,,,,,,,,,
Malawi,2021,Total,144,3.6,6.958,,57.948,0.729,0.038,,,,,,,,,,,,,,,,,,,,,,
Malaysia,2015,Total,61,5.77,1.12486,1.07023,0.72394,0.10501,0.33075,Southeastern Asia,11.8,0.85,99.56,5.4,65.78,6.89,74.95,15.36,,MYS,2015,,36669.698,35271.133,15473.51,1163.636,1249.212,0,13114.772,1249.212,22.815
Malaysia,2016,Total,47,6.005,1.25142,0.88025,0.62366,0.09081,0.41474,Southeastern Asia,10.2,,99.56,0,,6.97,,,,MYS,2016,,38095.509,36219.409,14662.87,1641.071,1728.763,0,14457.073,1728.763,25.406
Malaysia,2017,Total,42,6.084000111,1.29121542,1.284646034,0.618784428,0.065600708,0.41660893,,9.3,,99.57,,,7.09,,,,MYS,2017,,38156.889,35769.575,14481.334,2157.693,2245.702,0,13527.259,2245.702,26.523
Malaysia,2018,Total,35,6.322,1.161,,0.669,0.059,0.311,,,0.85,,,,7.22,,,,MYS,2018,,37070.936,34740.698,13015.927,2086.73,2189.378,0,13554.8,2189.378,38.024
Malaysia,2019,Total,80,5.339,1.221,,0.828,0.024,0.26,,,,,,65.66,7.32,74.72,,,MYS,2019,,37053.569,34687.091,13235.766,2096.098,2226.571,0,13646.824,2226.571,61.515
Malaysia,2020,Total,82,5.384300232,10.26251888,,67.10215759,0.839302301,0.114726797,,,,,,,,,,,,,,,,,,,,,,
Malaysia,2021,Total,81,5.384,10.238,,67.102,0.839,0.125,,,,,,,,,,,,,,,,,,,,,,
Maldives,2020,Total,87,5.197599888,9.518632889,,70.59999847,0.824211061,0.038085498,,,,,,,,,,,,,,,,,,,,,,
Maldives,2021,Total,89,5.198,9.826,,70.6,0.825,0.024,,,,,,,,,,,,,,,,,,,,,,
Mali,2015,Total,138,3.995,0.26074,1.03526,0.20583,0.12352,0.18798,Sub-Saharan Africa,,1.25,36.18,4.8,52.98,66.95,60.89,,12.1,MLI,2015,0,900.068,,,,,,,,
Mali,2016,Total,135,4.073,0.31292,0.86333,0.16347,0.13647,0.21064,Sub-Saharan Africa,,,37.75,0,,65.2,,1.4,12.1,MLI,2016,0,937.768,,,,,,,,
Mali,2017,Total,127,4.190000057,0.476180494,1.281473398,0.169365674,0.104970247,0.183354199,,164,,39.34,,,63.49,,,12,MLI,2017,,,,,,,,,,
Mali,2018,Total,118,4.447,0.37,,0.152,0.056,0.139,,,1.28,,,,61.79,,1.29,12,MLI,2018,,,,,,,,,,
Mali,2019,Total,128,4.39,0.385,,0.308,0.052,0.153,,,,,,54.63,60.21,62.8,,,MLI,2019,,,,,,,,,,
Mali,2020,Total,114,4.729300022,7.629852295,,51.72698212,0.839328408,-0.044366926,,,,,,,,,,,,,,,,,,,,,,
Mali,2021,Total,117,4.723,7.744,,51.969,0.827,-0.036,,,,,,,,,,,,,,,,,,,,,,
Malta,2015,Total,37,6.302,1.2074,1.30203,0.88721,0.13586,0.51752,Western Europe,11.3,7.56,99.96,8,71.32,6.11,81.65,28.6,26.4,MLT,2015,0,64895.951,,,,,,,,
Malta,2016,Total,30,6.488,1.30782,1.09879,0.80315,0.17554,0.56237,Western Europe,12.6,,99.96,0,,6.15,,,25.9,MLT,2016,0,74465.286,,,,,,,,
Malta,2017,Total,27,6.52699995,1.343279839,1.488411665,0.821944237,0.153066069,0.574730575,,12.5,,99.96,,,6.17,,,25.7,MLT,2017,,,,,,,,,,
Malta,2018,Total,22,6.627,1.27,,0.884,0.142,0.376,,,7.99,,,,6.15,,,25.1,MLT,2018,,,,,,,,,,
Malta,2019,Total,22,6.726,1.3,,0.999,0.151,0.375,,,,,,71.46,6.08,81.89,,,MLT,2019,,,,,,,,,,
Malta,2020,Total,22,6.772799969,10.53383827,,72.19999695,0.658547282,0.214965805,,,,,,,,,,,MLT,2020,,,,,,,,,,
Malta,2021,Total,23,6.602,10.674,,72.2,0.653,0.133,,,,,,,,,,,,,,,,,,,,,,
Mauritania,2015,Total,124,4.436,0.45407,0.86908,0.35874,0.17461,0.219,Sub-Saharan Africa,,0.033,43.5,4.3,58.95,55.03,67.41,1.71,,MRT,2015,0,2836.773,,,,,,,,
Mauritania,2016,Total,130,4.201,0.61391,0.84142,0.28639,0.17955,0.22686,Sub-Saharan Africa,,,45.93,0,,53.84,,,,MRT,2016,0,2725.641,,,,,,,,
Mauritania,2017,Total,123,4.291999817,0.648457289,1.27203083,0.28534928,0.136957005,0.201870024,,,,48.44,,,52.6,,1.85,,MRT,2017,,,,,,,,,,
Mauritania,2018,Total,126,4.356,0.557,,0.292,0.093,0.134,,,0.036,,,,51.38,,1.87,,MRT,2018,,,,,,,,,,
Mauritania,2019,Total,122,4.49,0.57,,0.489,0.088,0.106,,,,,,59.76,50.14,68.38,,,MRT,2019,,,,,,,,,,
Mauritania,2020,Total,129,4.374599934,8.233919144,,57.01017761,0.746223509,-0.106008142,,,,,,,,,,,,,,,,,,,,,,
Mauritania,2021,Total,134,4.227,8.542,,57.161,0.731,-0.106,,,,,,,,,,,,,,,,,,,,,,
Mauritius,2015,Total,71,5.477,1.00761,0.98521,0.7095,0.07521,0.37744,Sub-Saharan Africa,23.8,3.94,95.51,8.5,64.03,12.75,74.14,20.25,,MUS,2015,0,18550.336,,,,,,,,
Mauritius,2016,Total,66,5.648,1.14372,0.75695,0.66189,0.05203,0.36951,Sub-Saharan Africa,24.1,,95.51,0,,12.81,,21.94,,MUS,2016,0,19921.093,,,,,,,,
Mauritius,2017,Total,64,5.629000187,1.189395547,1.20956099,0.638007462,0.042181555,0.360933751,,23.8,,95.5,,,13.16,,23.15,,MUS,2017,,,,,,,,,,
Mauritius,2018,Total,55,5.891,1.09,,0.684,0.05,0.245,,24,4.35,,,,13.68,,25.33,,MUS,2018,,,,,,,,,,
Mauritius,2019,Total,57,5.888,1.12,,0.798,0.06,0.215,,,,,,63.94,14.27,74.07,,,MUS,2019,,,,,,,,,,
Mauritius,2020,Total,49,6.101299763,9.956786156,,66.40434265,0.805343091,-0.018318573,,,,,,,,,,,,,,,,,,,,,,
Mauritius,2021,Total,50,6.049,10.008,,66.701,0.789,-0.054,,,,,,,,,,,,,,,,,,,,,,
Mexico,2015,Total,14,7.187,1.02054,0.91451,0.81444,0.21312,0.14074,Latin America and Caribbean,65.4,4.92,89.42,5.6,65.76,13.93,75.87,23.25,15.2,MEX,2015,655.788,17525.65,16285.966,6629.272,641.306,1239.684,240.341,8445.033,999.343,5.107
